IDInstituicao,NomeInstituicao,SiglaInstituicao,NomeMantenedora,RedeEnsino,TipoDeCategoriaAdministrativa,TIpoOrganizacaoAcademica,Endereco,NumEndereco,BairroEndereco,ComplementoEndereco,CEP
3367,CENTRO UNIVERSITÁRIO DE ITAJUBÁ,FEPI,FUNDACAO DE ENSINO E PESQUISA DE ITAJUBA,Privada,5,2,Avenida Dr. Antonio Braga Filho,687,Varginha,-,37501002.0
3368,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ,FIRA,FUNDACAO REGIONAL EDUCACIONAL DE AVARE,Pública,3,3,Praça Prefeito Romeu Bretas,163,CENTRO,-,18700902.0
3369,CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA,UNI SANTA CRUZ,UNIAO PARANAENSE DE ENSINO E CULTURA -UNIPEC,Privada,5,2,Rua Affife Mansur,565,Novo Mundo,Unidade Mansur,81050180.0
3370,FACULDADE DE TECNOLOGIA DE OURINHOS,FATEC,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pública,2,3,Avenida Vitalina Marcusso,1400,Campus Universitário,-,19910206.0
3371,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA",FAIBI,FUNDACAO EDUCACIONAL MUNICIPAL DE IBITINGA - FEMIB,Pública,3,3,Rua Roque Raineri,81,Jardim Centenário,-,14940000.0
3372,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU,FMPFM,FUNDACAO EDUCACIONAL GUACUANA,Pública,3,3,Estrada da Cachoeira de Cima,s/n,Centro,-,
3373,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,FEI,FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS,Privada,5,2,Avenida Humberto Alencar Castelo Branco,3972,Assunção,-,9850901.0
3374,Centro Universitário UNIFACEAR,,ASSENAR - ENSINO DE ARAUCARIA LTDA - ME,Privada,4,2,Avenida das Araucárias,3.803,Thomaz Coelho,- de 3621/3622 a 4724/4725,83707065.0
3375,FACULDADE CASA DO ESTUDANTE,FACE,SOCIEDADE DE ENSINO SUPERIOR DE ARACRUZ LTDA - EPP,Privada,4,3,RUA FLOR DE ESTUDANTE,213,JARDINS,-,29190390.0
3376,FACULDADE DA ESCADA,FAESC,SOCIEDADE DE ENSINO SUPERIOR DA ESCADA LTDA - SOESE,Privada,4,3,Rua Coronel Antônio Marques,67,Centro,-,55500000.0
3377,CENTRO UNIVERSITÁRIO UNIFAS,,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,2,Avenida Avenida Luiz Tarquínio Pontes,600,Centro,-,42702420.0
3378,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,UNDB,GRUPO DOM BOSCO LTDA,Privada,4,2,Avenida Coronel Colares Moreira,443,Jardim Renascença,CAMPUS  - SÃO LUÍS - RENASCENÇA,65075441.0
3379,Centro Universitário de Excelência Eniac,ENIAC,EDVAC SERVICOS EDUCACIONAIS LTDA,Privada,4,2,Rua Força Pública,89,Centro,-,7012030.0
3380,Faculdade Unirb - Feira de Santana,F. UNIRB,UNIDADE REGIONAL BAIANA DE EDUCACAO LTDA,Privada,4,3,Avenida Deputado Luís Eduardo Magalhães,Sn,Subaé,-,44079002.0
3381,FACULDADE EUROPÉIA DE TECNOLOGIA E CIÊNCIAS HUMANAS - EUROTECH,EUROTECH,ENSIGEST - BRASIL LTDA - EPP,Privada,4,3,Avenida Zequinha Barreto,343,Piedade,-,54400090.0
3382,CENTRO UNIVERSITÁRIO CHRISTUS,UNICHRISTUS,IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA.,Privada,4,2,Rua João Adolfo Gurgel,133,Cocó,-,60192345.0
3383,FACULDADE DO LITORAL SUL PAULISTA,FALS,SERVICOS EDUCACIONAIS DO LITORAL PAULISTA LTDA.,Privada,4,3,Rua Marechal Eurico Gaspar Dutra,836,Canto do Forte,-,11700330.0
3384,FACULDADE CRISTO REI,FACCREI,SOCIEDADE DE EDUCACAO S/S LTDA,Privada,4,3,Rodovia PR 160,KM 04,Conjunto Universitário,Saída para Leópolis,86300000.0
3385,INSTITUTO DE ENSINO SUPERIOR MATERDEI,IES-MATERDEI,MATERDEI ADMINISTRADORA EDUCACIONAL LTDA. - EPP,Privada,4,3,Rua Leonardo Malcher,1167,Centro,-,69010170.0
3386,FACULDADE EDUCACIONAL DE COLOMBO,FAEC,INESUL INSTITUTO DE ENSINO SUPERIOR DE LONDRINA S/S LTDA,Privada,4,3,Estrada da Ribeira,270,Maracanã,-,83405030.0
3387,ESCOLA DE ENSINO SUPERIOR FABRA,FABRA,CENTRO DE ENSINO SUPERIOR FABRA,Privada,5,3,Rua Pouso Alegre,49,Barcelona,-,29166160.0
3388,FACULDADES DOCTUM DE IPATINGA,,INSTITUTO ENSINAR BRASIL,Privada,5,3,Rua Potiguar,150,Iguaçu,-,35162110.0
3389,FACULDADE UNINASSAU LAURO DE FREITAS,,CETEBA - CENTRO DE ENSINO E TECNOLOGIA DA BAHIA LTDA,Privada,4,3,"Estrada do coco Km 4,5",S/N,Cento,-,42716300.0
3390,CENTRO UNIVERSITÁRIO FAMINAS,UNIFAMINAS,LAEL VARELLA EDUCACAO E CULTURA LTDA,Privada,4,2,Av Avenida Cristiano Ferreira Varella,655,Universitário,Rodovia BR 116 Km 701,36888233.0
3391,Centro Universitário Unifacimed,UNIFACIMED,SOCIEDADE REGIONAL DE EDUCACAO E CULTURA LTDA,Privada,4,2,Avenida Cuiabá,3087,Jardim Clodoaldo,- de 2945 a 3205 - lado ímpar,76963665.0
3392,FACULDADE CAPIVARI,FUCAP,UNIVINTE CENTRO TECNOLOGICO EIRELI,Privada,4,3,Avenida das Nações Unidas,500,Santo André,-,88745000.0
3393,FACULDADE DE SÃO BENTO,FSB,MOSTEIRO DE SAO BENTO DE SAO PAULO,Privada,5,3,Largo de São Bento,S/N,Centro,-,1029010.0
3394,FACULDADE DE DIREITO PADRE ARNALDO JANSSEN,FAJANSSEN,ASSOCIACAO PROPAGADORA ESDEVA,Privada,5,3,Praça João Pessoa,200,Funcionários,-,30140020.0
3395,CENTRO UNIVERSITÁRIO DO VALE DO IGUAÇU,UNIGUAÇU,UNIDADE DE ENSINO SUPERIOR VALE DO IGUACU S.A.,Privada,4,2,Rua Padre Saporiti,717,Rio da Areia,-,84600904.0
3396,FACULDADE CNEC ILHA DO GOVERNADOR,,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada,5,3,Estrada do Galeão,s/n,Jardim Guanabara - Ilha do Governador,-,21931000.0
3397,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,IESF,H. M. SIMOES CARNEIRO - ME,Privada,4,3,"Avenida 14, Quadra 02, Lotes n º 17, 18, 39 e 40",-,Recanto Maiobão,-,65130000.0
3398,FACULDADE PALOTINA,FAPAS,ENTIDADE PALOTINA DE EDUCACAO E CULTURA,Privada,5,3,Rua Padre Alziro Roggia,115,Patronato,-,97020590.0
3399,FACULDADE BIRIGUI,FABI,UNIESP S.A,Privada,4,3,Rua João Escanhuela,133,Jardim Capuano,-,16204142.0
3400,FACULDADE SINOP,FASIP,SOCIEDADE EDUCACIONAL UNIFAS S/C LTDA - ME,Privada,4,3,Avenida Magda de Cássia Pissinatti,69,Residencial Florença,-,78555392.0
3401,CENTRO UNIVERSITÁRIO LA SALLE,UNILASALLE - LUCAS,SOCIEDADE PORVIR CIENTIFICO,Privada,5,2,Avenida Universitária,1000W,Parque das Emas,-,78455000.0
3402,FACULDADE EVANGÉLICA DE SALVADOR,FACESA,SOCIEDADE EDUCACIONAL BRASILEIRA - SABER LTDA,Privada,4,3,Avenida Antônio Carlos Magalhães,3749,Pituba,#NOME?,41830355.0
3403,FACULDADE CUIABÁ,FAUC,SOCIEDADE EDUCACIONAL ENES NASCIMENTO LTDA - ME,Privada,4,3,Avenida Dom Aquino,38,Centro,-,78015200.0
3404,FACULDADE DE SORRISO,,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,3,Avenida Noêmia Tonello Dalmolin,2499,Parque Universitário,-,78893110.0
3405,FACULDADE LEGALE,FALEG,LEGALE EDUCACIONAL S.A.,Privada,4,3,Rua da Consolação,65,Centro,"Sub-Solo 1°,2°, 4° e 10° Pavimentos",1301911.0
3406,FACULDADE DE ENSINO SUPERIOR DA PARAÍBA,FESP,SEDUP-SOCIEDADE EDUCACIONAL DA PARAIBA LTDA - EPP,Privada,4,3,Avenida Flávio Ribeiro Coutinho,805,Manaíra,Shopping Center Manaíra,58037000.0
3407,CENTRO UNIVERSITÁRIO DE PAULÍNIA,UNIFACP,INSTITUTO DE EDUCACAO SUPERIOR SAO PAULO LTDA - EPP,Privada,4,2,Rua Nelson Prodócimo,495,Bela Vista,-,13145004.0
3408,CENTRO UNIVERSITÁRIO CATHEDRAL,,FACULDADE CATHEDRAL DE ENSINO SUPERIOR DE BARRA DO GARCAS,Privada,4,2,Rua Antônio Francisco Cortês - lado ímpar,s/n,Loteamento Cidade Universitária,-,78600472.0
3409,FACULDADE UNIRB - ALAGOAS,F. UNIRB,UNIDADE REGIONAL BRASILEIRA DE EDUCACAO LTDA,Privada,5,3,Avenida Menino Marcelo,7600,Serraria,-,57046000.0
3410,FACULDADE DE TECNOLOGIA SENAI JOINVILLE,SENAI DE JOINVILLE,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,Privada,5,3,Rua Arno Waldemar Dohler,957,Santo Antônio,-,89218153.0
3411,FACULDADE DE TECNOLOGIA SENAI BLUMENAU,CET BLUMENAU,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,Privada,5,3,Rua São Paulo,1147,Victor Konder,-,89012001.0
3412,INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA,ITCSAS/CENSA,CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,Privada,5,3,Rua Salvador Correa,139,Centro,-,28035310.0
3413,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,ISECENSA,CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,Privada,5,3,Rua Salvador Correa,139,Centro,-,28035310.0
3414,"FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO",HOTEC,SOCIEDADE EDUCACIONAL PINTO E MENEZES LTDA - ME,Privada,4,3,Rua das Palmeiras,184,Santa Cecília,-,1226010.0
3415,Centro Universitário Mario Pontes Jucá,UMJ,"FAPEC - FUNDACAO ALAGOANA DE PESQUISA, EDUCACAO E CULTURA",Privada,5,2,Avenida Presidente Roosevelt,1200,Serraria,-,57046410.0
3416,FACULDADE ALBERT EINSTEIN,FALBE,UNIAO BRASILIENSE DE ENSINO SUPERIOR E PESQUISA EIRELI - EPP,Privada,4,3,Sgas 905 Conjunto B/Parte,s/n,Plano Piloto,"Bloco 5, 1º e 2º Pavimentos",70390050.0
3417,FACULDADE BRASILEIRA DE TECNOLOGIA,FBT,UNIDADE REGIONAL BAIANA DE EDUCACAO LTDA,Privada,4,3,Avenida Marechal Cândido Mariano da Silva Rondon,s/n,Jabutiana,FBT - ARACAJU,49095790.0
3418,Faculdade Multivix de Cachoeiro,Multivix Cachoeiro,"MULTIVIX CACHOEIRO  ENSINO, PESQUISA E EXTENSAO LTDA",Privada,4,3,Rua Moreira,23,Independência,-,29306320.0
3419,INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAXIAS,ISEC,SOCIEDADE EDUCACIONAL CAXIENSE S/C LTDA.,Privada,4,3,Rua  Coronel Libânio Lobo,805,Centro,-,65608010.0
3420,CENTRO DE ESTUDOS SUPERIORES APRENDIZ,CESA,CENTRO EDUCACIONAL APRENDIZ LTDA,Privada,4,3,Avenida Bias Fortes,2,Centro,-,36200068.0
3421,Centro Universitário Fametro,Unifametro,EMPREENDIMENTO EDUCACIONAL MARACANAU LTDA.,Privada,4,2,Rua Conselheiro Estelita,500,Centro,-,60010280.0
3422,FACULDADE SINERGIA,SINERGIA,SINERGIA SISTEMA DE ENSINO LTDA - EPP,Privada,4,3,Avenida Prefeito Cirino Adolfo Cabral,199,São Pedro,- até 698/699,88370053.0
3423,Centro Universitário Unifacig,,CENTRO SUPERIOR DE ESTUDOS DE MANHUACU LTDA,Privada,4,2,Av Avenida Getúlio Vargas,733,Coqueiro,-,36900350.0
3424,FACULDADE DE MEDICINA NOVA ESPERANÇA,FAMENE,ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA,Privada,4,3,Av. Frei Galvão,12,Gramame,-,58067695.0
3425,INSTITUTO CUIABÁ DE ENSINO E CULTURA,ICEC,ASSUPERO ENSINO SUPERIOR LTDA.,Privada,4,3,Rua Oswaldo da Silva Corrêa,621,Bairro Santa Marta,-,78048005.0
3426,FACULDADE DE TAQUARITINGA,FTGA,UNIESP S.A,Privada,4,3,Fazenda Contendas,s/n,Zona Rural,-,15900000.0
3427,INSTITUTO SANTO TOMÁS DE AQUINO,ISTA,ASSOCIACAO SANTO TOMAS DE AQUINO,Privada,5,3,Rua Itutinga,340,Minas Brasil,-,30535640.0
3428,FACULDADE DE ROLIM DE MOURA,FAROL,SOCIEDADE ROLIMOURENSE DE EDUCACAO E CULTURA LTDA,Privada,4,3,Rodovia 383,Km 01,Centro,Saida para Santa Luzia d`Oeste,76940000.0
3429,Centro Universitário FG,UNIFG,CESG - CENTRO DE EDUCACAO SUPERIOR DE GUANAMBI S/A,Privada,4,2,Rua Vasco da Gama,317,Centro,-,46430000.0
3430,FACULDADE DE CAMPINA GRANDE,FAC-CG,UNESC-PB UNIAO DE ENSINO SUPERIOR DE CAMPINA GRANDE LTDA - ME,Privada,4,3,Rua Coronel Antonio Pessoa,111,Centro,-,58400262.0
3431,FACULDADE FATIFAJAR JAGUARIAÍVA,FAJAR,ULT UNIAO LATINO AMERICANA DE TECNOLOGIA SS LTDA - EPP,Privada,4,3,Rua Santa Catarina,4,Centro,-,84200000.0
3432,Faculdade Estácio do Pará - Estácio FAP,ESTÁCIO FAP,"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",Privada,4,3,Rua Municipalidade,839,Reduto,-,66050350.0
3433,FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS,FCT,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,3,Avenida Luiz Tarquínio Pontes,600,Centro,-,42702420.0
3434,FACULDADE CIDADE LUZ,FACILUZ,UNIESP S.A,Privada,4,3,Alameda Bahia,490D,Centro,-,15385000.0
3435,FACULDADE DO FUTURO,FAF,SOCIEDADE DE ENSINO SUPERIOR DE MANHUACU LTDA,Privada,4,3,Rua Duarte Peixoto,259,Coqueiro,-,36900371.0
3436,FACULDADE SUDAMÉRICA,SUDAMÉRICA,INSTITUTO NACIONAL,Privada,5,3,Rua Ofélia Resende,101,Menezes,-,36773082.0
3437,FACULDADE FIGUEIREDO COSTA - FIC,,UNIAO DE FACULDADES DE ALAGOAS LTDA - EPP,Privada,4,3,Rua Barão de Jaraguá,398,Jaraguá,-,57022140.0
3438,CENTRO UNIVERSITÁRIO VALE DO SALGADO,,"TCC EDUCACAO, CIENCIA E CULTURA LTDA - EPP",Privada,4,2,Rua Monsenhor Frota,609,Centro,-,63430000.0
3439,FACULDADE AMADEUS,FAMA,SESA - SOCIEDADE DE ENSINO SUPERIOR AMADEUS LTDA,Privada,4,3,Rua Estância,937,Centro,-,49010180.0
3440,INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO,IESMA,SOCIEDADE MARANHENSE DE CULTURA SUPERIOR,Privada,5,3,Rua do Rancho,110,Centro,-,65010010.0
3441,FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA,FENA,UNIESP S.A,Privada,5,3,Avenida Antônio Joaquim de Moura Andrade,910,Centro,-,79750000.0
3442,FACULDADE DA ALTA PAULISTA,FAP,INSTITUICAO DOM BOSCO DE ENSINO E CULTURA LTDA,Privada,4,3,Rua Mandaguaris,1010,Centro,-,17600050.0
3443,FACULDADE DE CIÊNCIAS E EMPREENDEDORISMO,FACEMP,CENTRO DE ESTUDOS SUPERIORES DE SANTO ANTONIO DE JESUS S/C - EPP,Privada,4,3,Praça Doutor Renato Machado,10C,Centro,-,44430104.0
3444,FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS,FATECH,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE MACAPA,Privada,5,3,Avenida Professora Cora de Carvalho,1648,Central,- até 2399/2400,68900040.0
3445,INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS,IESA,AESA ENSINO SUPERIOR DE ALAGOAS LTDA.,Privada,4,3,Avenida Doutor Durval de Góes Monteiro,4354,Tabuleiro do Martins,Durval de Góes Monteiro,57081285.0
3446,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,FCM-PB,CENTRO SUPERIOR DE CIENCIAS DA SAUDE S/S LTDA,Privada,4,3,Ladeira de São Francisco,16,Centro,-,58010630.0
3447,FACULDADE CNEC NOVA PETRÓPOLIS,,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada,5,3,Rua 28 de Fevereiro,100,Logradouro,-,95150000.0
3448,INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU,IESFI,AEI ENSINO SUPERIOR DE IGUACU LTDA.,Privada,4,3,Av Avenida Paraná - 3463/4285 - ímpar,3.695,Parque Monjolo,-,85864455.0
3449,CENTRO UNIVERSITÁRIO INTA,UNINTA,ASSOCIACAO IGREJA ADVENTISTA MISSIONARIA - AIAMIS,Privada,5,2,Rua Coronel Antônio Rodrigues Magalhães,700,Dom Expedito,-,62011230.0
3450,FACULDADE DOM BOSCO DE PORTO ALEGRE,FDB,INSPETORIA SALESIANA SAO PIO X,Privada,5,3,Rua Marechal José Inácio da Silva,355,Passo D'Areia,-,90520280.0
3451,FACULDADE DE CIÊNCIA E TECNOLOGIA,FACITEC,UESPAR - UNIAO DE ENSINO SUPERIOR DO PARANA LTDA - EPP,Privada,4,3,Avenida Presidente Kennedy,2300,Jardim Itália,-,85950000.0
3452,CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE,,"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",Privada,4,2,Rua Teixeira de Freitas,10,Salgado Filho,-,49020530.0
3453,CENTRO UNIVERSITÁRIO MAX PLANCK,UniMAX,INSTITUTO DE ENSINO SUPERIOR DE INDAIATUBA LTDA,Privada,4,2,Avenida Nove de Dezembro,460,Jardim Pedroso,-,13343060.0
3454,FACULDADE CALAFIORI,CALAFIORI,MARCIO CALAFIORI RESENDE EIRELI - EPP,Privada,4,3,Avenida José Pio de Oliveira,10,Cidade Jardim Industrial,-,37950000.0
3455,Escola de Direito de São Paulo - FGV DIREITO SP,FGV DIREITO SP,FUNDACAO GETULIO VARGAS,Privada,5,3,Avenida Nove de Julho,2029,Bela Vista,"Rua Rocha 220, 233, 245 e 247, Avenida Paulista 548 e Rua Itapeva 286 - 10º Andar",1313902.0
3456,FACULDADE DE SÃO BERNARDO DO CAMPO,FAPAN,UNIESP S.A,Privada,4,3,Rua Marechal Deodoro,1928,Centro,-,9710201.0
3457,CENTRO UNIVERSITÁRIO UNINORTE,,UNIAO EDUCACIONAL DO NORTE LTDA,Privada,4,2,Alameda Alemanha,200,Jardim Europa,UNINORTE,69915901.0
3458,"Faculdade de Ciências, Educação e Teologia do Norte do Brasil",FACETEN,INSTITUTO SUPERIOR DE EDUCACAO FACETEN LTDA - ISEF - ME,Privada,5,3,Avenida dos Bandeirantes,900,Pricumã,- de 02 a 970 - lado par,69309515.0
3459,CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ,UNICATÓLICA,ASSOCIACAO EDUCACIONAL E CULTURAL DE QUIXADA,Privada,5,2,Rua Juvencio Alves de Oliveira,660,Putiú,-,63905325.0
3460,FACULDADE SÃO MARCOS,FASAMAR,M A TELES SANTOS LTDA,Privada,4,3,Rua Antônio Aires Primo,2.697,Centro,-,77500000.0
3461,FACULDADES BATISTA DO PARANÁ,FABAPAR,CONSELHO EDUCACIONAL DA CONVENCAO BATISTA PARANAENSE,Privada,5,3,Av. Silva Jardim,1859,Água Verde,-,80250200.0
3462,Centro Universitário CEUNI - FAMETRO,FAMETRO,IME INSTITUTO METROPOLITANO DE ENSINO LTDA,Privada,4,2,Avenida Constantino Nery,3000,Chapada,-,69050000.0
3463,FACULDADE DE PALMAS,FAPAL,ASSUPERO ENSINO SUPERIOR LTDA.,Privada,4,3,ACSU SE 40,s/n,Centro,CONJ 2 LOTE 07/08,77021634.0
3464,CENTRO UNIVERSITÁRIO DO PIAUÍ,UNIFAPI,AESPI ENSINO SUPERIOR DO PIAUI LTDA.,Privada,4,2,Rua Walfran Batista,91,São Cristóvão,Unidade Walfran,64046470.0
3465,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA,ISAT,INSTITUTO CULTURAL BRASIL E E U U LTDA - ME,Privada,4,3,Rua Dr. Francisco Portela,2.772,Zé Garoto,-,24435000.0
3466,FACULDADE SÃO TOMÁS DE AQUINO,FACESTA,FUNDACAO EDUCACIONAL DOM FERNANDO IORIO RODRIGUES,Privada,5,3,Avenida Muniz Falcão,s/n,São Francisco,-,57600060.0
3467,FACULDADE SANT ANA,IESSA,ASSOCIACAO MISSIONARIA DE BENEFICENCIA,Privada,5,3,Rua Senador Pinheiro Machado,189,Centro,-,84010310.0
3468,FACULDADE EUGÊNIO GOMES,FEG,INSTITUTO EDUCACIONAL BACIA DO JACUIPE LTDA - ME,Privada,5,3,Rua Manoel Oliveira e Silva,127,Campus Universitário,-,44600000.0
3469,FACULDADE FOZ DO IGUAÇU,FAFIG,AEI ENSINO SUPERIOR DE IGUACU LTDA.,Privada,4,3,Av Avenida Paraná - 3463/4285 - ímpar,3695,Parque Monjolo,-,85864455.0
3470,INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR,IBHES,ASSUPERO ENSINO SUPERIOR LTDA.,Privada,4,3,Rua Padre Pedro Pinto,1388 / 1410,Venda Nova,Venda Nova III,31615310.0
3471,FACULDADE DE SANTA CATARINA,FASC,AESGF ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS LTDA,Privada,4,3,Avenida Salvador Di Bernardi,503,Campinas,-,88101260.0
3472,CENTRO UNIVERSITÁRIO DANTE,UNIDANTE,SOCIEDADE EDUCACIONAL LEONARDO DA VINCI S/S LTDA,Privada,4,2,Rua Doutor Pedro Zimmermann,385,Salto do Norte,-,89065000.0
3473,Faculdade Instituto Paulista de Ensino,FIPEN,FASE EDUCACAO E CULTURA LTDA,Privada,4,3,Rua Euclides da Cunha,390,Centro,-,6016030.0
3474,RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA,RATIO,CENTRO DE ENSINO SUPERIOR RATIO LTDA - EPP,Privada,4,3,Avenida Visconde do Rio Branco,2.801,Joaquim Távora,-,60055171.0
3475,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,CUFSA,FUNDACAO SANTO ANDRE,Privada,5,2,Avenida Príncipe de Gales,821,-,-,9060650.0
3476,FACULDADE CNEC GRAVATAÍ,,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada,5,3,Avenida Dr. José Loureiro da Silva,1991,Centro,-,94010001.0
3477,FACULDADE SALESIANA DOM BOSCO,FSDB,INSPETORIA SALESIANA MISSIONARIA DA AMAZONIA,Privada,5,3,Avenida Epaminondas,57,Centro,-,69083000.0
3478,FACULDADE DO MARANHÃO,FACAM-MA,SOMAR - SOCIEDADE MARANHENSE DE ENSINO SUPERIOR LTDA - ME,Privada,4,3,Rua Trinta e Oito,Lote 03,Bequimão,-,65062340.0
3479,FACULDADE ANHANGUERA DE PELOTAS,,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,3,Avenida Fernando Osório,2.301,Três Vendas,-,96055035.0
3480,INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI,ISEI,ASSOCIACAO EVANGELICA DE ENSINO,Privada,5,3,Rua Júlio Hauser,171,Sete de Setembro,-,93900000.0
3481,FACULDADE ANHANGUERA DO RIO GRANDE,,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,3,Av Avenida Rheingantz,91,Vila Triângulo,-,96202364.0
3482,FACULDADE MONTEIRO LOBATO,FATO,SOCIEDADE EDUCACIONAL MONTEIRO LOBATO,Privada,5,3,Rua dos Andradas,1180,Centro,-,90020007.0
3483,FACULDADE VALE DO GORUTUBA,FAVAG,ASSOCIACAO DE ENSINO VALE DO GORUTUBA S/S LTDA,Privada,4,3,Avenida Tancredo  de Almeida Neves,302,Centro,-,39525000.0
3484,INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA,ISEPE Guaratuba,INSTITUTO CAICARA DE PESQUISA E ENSINO SUPERIOR LTDA.,Privada,4,3,Rua Joaquim Menelau de Almeida Torres,101,Piçarras,-,83280000.0
3485,Faculdade REGES de Tupi Paulista,,REDE GONZAGA DE ENSINO SUPERIOR - REGES,Privada,5,3,Rua Arcebispo Lemieux,250,Centro,-,17930000.0
3486,Faculdade Doctum de Juiz de Fora,DOCTUM,INSTITUTO ENSINAR BRASIL,Privada,5,3,Estrada Dom Orione,s/n,Dom Bosco,-,36025660.0
3487,Centro Universitário do Rio São Francisco Unirios,UNIRIOS,ORGANIZACAO SETE DE SETEMBRO DE CULTURA E ENSINO LTDA,Privada,4,2,Rua Vereador José Moreira,1000,Perpétuo Socorro,-,48603004.0
3488,FACULDADE UNIS SÃO LOURENÇO,,FUNDACAO DE ENSINO E PESQUISA DO SUL DE MINAS,Privada,4,3,Rua Dr. Olavo Gomes Pinto,290,Centro,Endereço SEDE,37470000.0
3489,FACULDADE TEOLÓGICA BATISTA EQUATORIAL,FATEBE,SEMINARIO TEOLOGICO BATISTA EQUATORIAL,Privada,5,3,Br 316 Km 01,6241,Castanheira,Ao lado do Castanheira,66645003.0
3490,FACULDADE DE FORTALEZA,FAFOR,ASCEC ENSINO SUPERIOR CEARENSE LTDA,Privada,4,3,Rua Caetano Ximenes Aragão,110,Engenheiro Luciano Cavalcante,UNIDADE  - FORTALEZA - ÁGUA FRIA,60040531.0
3491,CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO,UNICSUM,ASSUPERO ENSINO SUPERIOR LTDA.,Privada,4,2,Avenida Presidente Itamar Franco,3180,São Mateus,Presidente Itamar Franco,36025290.0
3492,FACULDADE DO RECIFE,FAREC,APESU ENSINO SUPERIOR DE PERNAMBUCO LTDA,Privada,4,3,rua  São Miguel,176,Afogados,Metrô - Afogados,50770720.0
3493,FACULDADE DA CIDADE DE MACEIÓ,FACIMA,AESA ENSINO SUPERIOR DE ALAGOAS LTDA.,Privada,4,3,Av. Durval de Góes Monteiro,4354,Tabuleiro do Martins,Unidade Sede (Atual),57081285.0
3494,FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA,FAMEC,SOCIEDADE EDUCACIONAL SERIDO LTDA - ME,Privada,4,3,Rua Massaranduba,130,Nova Parnamirim,-,
3495,FACULDADE SERGIPANA,FASER,ASSOBES ENSINO SUPERIOR LTDA.,Privada,4,3,Rua Oscar Valois Galvão,355,Grangeru,-,49027220.0
